-88.01165,30.43745,"Mobile Bay Lighthouse-Mobile Bay,AL",Located near the middle of Mobile Bay. Best seen by boat. Lighthouse is closed
-88.023583,30.227318,"Mobile Point Light-Fort Morgan,AL",Located on the grounds of Fort Morgan(251) 540-7127. Lighthouse presently in storage for restoration. Schedule for restoration last part of 2015.
-88.05056,30.18778,"Sand Island Lighthouse-Sand Island,AL","Located Mobile Bay/Gulf of Mexico. Visible from Fort Morgan(Mobile Point), but best seen by boat. Not open to public"
-134.13597,56.00145,"Cape Decision Lighthouse-Kuiu Island,AK","Lighthouse is a hard one to reach.Grounds open, tower/dwelling open by arrangement with Cape Decision Lighthouse Society. Contact them at capedecisionlighthouse@yahoo.com"
-146.6466,60.2383,"Cape Hinchinbrook Lighthouse-Hinchinbrook Island,AK",Best seen by boat. Grounds/Tower closed
-164.927526,54.598242,"Cape Sarichef Lighthouse-Unimak Island,AK",Best seen by boat. Grounds/Tower closed. Skeletal tower replaced the buildings.
-136.64,58.1984,"Cape Spencer Lighthouse-Cape Spencer,AK",Best seen by plane. Grounds/Tower closed
-144.5983,59.7983,"Cape St Elias Lighthouse-Kayak Island,AK","The Cape St Elias Lightkeepers Association conducts a ""Lighthouse School"" at the lighthouse and can also arrange for overnight stays at the lighthouse. Grounds open, dwelling/Tower closed. (907) 424-5182"
-135.22,58.9717,"Eldred Rock Lighthouse-Eldred Rock,AK",Best seen by boat. Grounds/Tower/dwellings closed
-133.6322,57.2698,"Five Finger Lighthouse-Five Finger Islands,AK","The lighthouse is owned by the Juneau Lighthouse Association. Grounds open, tower/dwelling open by arrangement with Juneau Lighthouse Association.email to info@5fingerlighthouse.com"
-131.8817,55.4466,"Guard Island Lighthouse-Guard Island,AK","Can be viewed by car. North of Ketchikan , 11 miles to South Point Higgins Road. Grounds/Tower closed"
-131.6594,55.3325,"Lightship Umatilla-Ketchikan,AK",Lightship gets moved on occasion. Privately owned. Closed
-131.1826,55.09904,"Mary Island Lighthouse-Mary Island,AK",Can be seen by boat. Grounds/Tower closed
-145.76288,60.53714,"Minor Light of Alaska-Odiak Pharos,AK","Privately owned. Grounds open, Tower closed"
-134.9559,58.4087,"Point Retreat Lighthouse-Admiralty Island,AK","The lighthouse is owned by the Alaska Lighthouse Association. Grounds open, dwelling/tower open by arrangement with Alaska Lighthouse Association.email info@aklighthouse.org "
-135.1517,58.855,"Point Sherman Light-Point Sherman,AK",Can be seen by boat. Grounds/dwelling closed
-134.922605,58.546152,"Sentinel Island Lighthouse-Sentinel Island,AK","The best way to see the lighthouse, however, is on an overnight stay that can be arranged through the Gastineau Channel Historical Society by calling 907-586-5338. "
-130.933967,54.802876,"Tree Point Lighthouse-Misty Fjords National Monument,AK",Must be seen by boat. Grounds/Tower/dwelling closed
-122.4222,37.8262,"Alcatraz Island Lighthouse-Alcatraz Island,CA","Grounds open, tower closed. A trip to Alcatraz can be arranged through Alcatraz Cruises either by using their website or by calling them at (415) 981-ROCK"
-119.3584,34.0156,"Anacapa Island Lighthouse-Anacapa Island,CA","Grounds open, tower closed.Trips to Anacapa Island are offered year-round call them at (805) 642-1393"
-122.336,37.1078,"Ano Nuevo Lighthouse-Ano Nuevo Island,CA",Grounds/dwelling closed.  5 mile round trip hike is reqd to view the lighthouse. The keepers dwellings are dilapidated and the tower has toppled.
-117.195475,32.752,"Ballast Point Lighthouse-Ballast Point,CA","The Lantern room is on display outside the West Sea Company . 2495 Congress St, San Diego,CA."
-124.2032,41.744,"Battery Point Lighthouse-Crescent City,CA","Grounds open, dwelling/tower open in season. Open April through September, tides permitting, between the hours of 10 am and 4 pm, Wednesday through Sunday. You can call (707) 464-3089 during these hours to learn when the tide permits access to the island."
-124.0694,40.0225,"Cape Mendocino Lighthouse-Shelter Cove,CA","Grounds open, tower open in season.open to the public Memorial Day to Labor Day, seven days a week, from 10:30 a.m. to 3:30 p.m. (subject to availability of docents). For the passport stamp after hours, call Roger Boedecker at (707) 986-1611"
-122.2125,38.0682,"Carquinez Strait Lighthouse-Vallejo,CA","Grounds open, dwelling open. Glen Cove Marina can be reached at (707) 552-3236"
-122.433,37.9633,"East Brother Lighthouse-Point San Pablo,CA","Grounds/dwelling/tower open to guests.operates as a bed and breakfast, and guests are transported to the island by boat from the Point San Pablo Yacht Harbor. A day trip to the lighthouse is possible on Saturdays during the summer. Call (510) 233-2385 to make reservations"
-123.001645,37.698895,"Farallon Island Lighthouse-Farallon Islands,CA",Grounds/dwellings/tower closed. 30 miles offshore.
-122.4771,37.8108,"Fort Point Lighthouse-San Francisco,CA","Grounds open, tower closed. The top level of the fort is currently closed to visitors, but even when it is open, visitors are not allowed inside the lighthouse"
-124.221,40.7691,"Humbolt Harbor Lighthouse-Humbolt Bay,CA","Ruins only. The lighthouse's cupola can be seen at the Humbolt Bay Maritime Museum located next to the Samoa Cookhouse. Phone: (707) 444-9440. The museum is open Tuesday through Saturday, 11 a.m. - 4 p.m. in season. "
-122.47856,37.82557,"Lime Point Lighthouse-Sausalito,CA","Grounds closed. The best way to see the remains of this station is by boat, however, you can get fairly close to it on land by going north over the Golden Gate Bridge, taking the first or second exit after the bridge and winding down to the base of the bridge."
-118.1868,33.72322,"Long Beach Harbor Light-Long Beach,CA",Grounds/tower closed. This light is definitely best viewed from a boat.
-118.2512,33.7088,"Los Angeles Harbor Lighthouse [Angel's Gate]-San Pedro,CA","Grounds open, tower closed. You can park and walk the breakwater to the Los Angeles Harbor Lighthouse."
-122.5102,37.7927,"Mile Rocks Lighthouse-San Francisco,CA",Tower closed. Can be seen from Lincoln Park
-117.24249,32.6651,"New Point Loma Lighthouse-Point Loma,CA",Grounds/tower/dwellings closed. Can be seen from a point near Old Point Loma LH in Cabrillo National Monument.
-122.2434,37.7809,"Oakland Harbor Lighthouse-Oakland,CA","Grounds and dwelling open, tower closed.Call (510) 536-2050 for hours"
-117.24086,32.67171,"Old Point Loma Lighthouse-Point Loma,CA","Grounds/dwelling open, tower open two days a year. Only open to the public on November 15th (the anniversary of the first lighting) and August 25th (the birthday of the National Park Service)."
-121.2849,35.665,"Piedras Blancas Lighthouse-Piedras Blancas,CA","Grounds/tower open during tours, dwellings closed.Tours of the lighthouse are offered on the third Saturday of each month and originate at the Hearst Castle State Historic Monument Visitor Center. For more information on the tours, call (805) 927-6811"
-122.39353,37.18185,"Pigeon Point Lighthouse-Pigeon Point,CA","Grounds open, dwellings open to hostel guests, tower currently closed.For recorded information on the lighthouse, call (650) 879-2120"
-123.7406,38.9546,"Point Arena Lighthouse-Point Arena,CA","Grounds open, dwellings open to overnight guests, tower open during tours.open daily from 10 a.m. to 3:30 p.m. Visitors are welcome to climb the tower. call (877) 725-4448"
-120.6475,34.5778,"Point Arguello Lighthouse-Point Arguello,CA",Grounds closed.access to the point is generally not granted to the public
-122.42,37.8533,"Point Blunt Lighthouse-Angel Island,CA",Grounds/dwelling/tower closed. Ferry ride to Angel Island reqd. 
-122.5297,37.8155,"Point Bonita Lighthouse-Point Bonita,CA","Grounds open during tours, tower closed.open Saturdays, Sundays and Mondays from 12:30 p.m. to 3:30 p.m. For more information on visiting the lighthouse or to make a reservation for a full-moon tour, call (415) 331-1540. The interior of the lighthouse is typically accessible, but not the tower"
-123.8261,39.3487,"Point Cabrillo Lighthouse-Point Cabrillo,CA",Grounds/dwelling/tower open.open daily from 9:00 a.m. to sunset. The lighthouse and lightkeeper's home are open daily from 11:00 a.m. to 4:00 p.m. The tower is not open for climbing
-120.4707,34.449,"Point Conception Lighthouse-Point Conception,CA","Grounds/tower closed.The land surrounding the Point Conception Lighthouse is part of the huge, privately-owned Cojo Jalama Ranch, and is thus not accessible to the public. "
-122.49965,37.82,"Point Diablo Light-Point Diablo,CA","Grounds/tower closed.This light is best viewed from the water, although views can also be had from the coastal road in the Marin Headlands"
-118.2937,33.7053,"Point Fermin Lighthouse-Point Fermin,CA","Grounds open, dwelling open during tours, tower closed. open for tours Tuesday through Sunday between 1:00 and 4:00 p.m. For more information, you can reach the Point Fermin Lighthouse at (310) 241-0684. "
-119.2098,34.145,"Point Hueneme Lighthouse-Point Hueneme,CA","Grounds/tower open during tours.open house at Point Hueneme Lighthouse on the 3rd Saturday of the month from 10 a.m. to 3 p.m. from February through October. During this time, visitors can walk to the lighthouse using the Lighthouse Promenade and gain access to the lighthouse. For recorded tour information, call (310) 541-0334. "
-122.4423,37.8561,"Point Knox Lighthouse-Point Knox,CA",Grounds closed. Remains only. Ferry reqd to Angel Island
-122.519,37.5363,"Point Montara Lighthouse-Point Montara,CA","Grounds open, tower closed, fog signal building and Coast Guard dwelling open to guests.further information, call (650) 728-7177.  "
-121.93348,36.63357,"Point Pinos Lighthouse-Point Pinos,CA","Grounds open, lighthouse open. For more information regarding the lighthouse, call (831) 648-5716 ext. 13. "
-123.02327,37.9957,"Point Reyes Lighthouse-Point Reyes,CA","Grounds open, tower open.open all year, Thursday through Monday from 10 a.m. to 4:30 p.m. Special, evening illuminations of the lens occur on the first and third Saturdays of each month, April through December. Reservations are required for these tours and can be made by calling (415) 669-1534. "
-121.9016,36.3063,"Point Sur Lighthouse-Point Sur,CA",Grounds/dwelling/tower open during tours.  Docent-led tours of Point Sur State Historic Park are offered on weekends (Saturdays at 10 a.m. and 2 p.m. and Sundays at 10 a.m.) contact the lighthouse at (831) 625-4419.
-118.4106,33.7419,"Point Vicente Lighthouse-Point Vicente,CA","Grounds/tower open during tours. Dwellings closed.second Saturday of each month when the tower and a small museum in the fog signal building are open for tours between the hours of 10 a.m. and 3 p.m. In March, the lighthouse is open on the first Saturday instead. call (310) 541-0334"
-124.3503,40.2493,"Punta Gorda Lighthouse-Punta Gorda,CA",Grounds/tower open. hike south along the beach for just over three miles .This is a strenuous hike
-122.2804,37.7956,"Relief Lightship-Oakland,CA","Grounds open, ship open for tours. open Friday, Saturday and Sunday from 11 a.m. to 4 p.m. For more information, call (510) 272-0544. "
-124.38652,41.83662,"St George Reef Lighthouse-St George Reef,CA",Tower open during helicopter tours. Can be seen from Point St George
-120.76,35.1601,"San Luis Obispo Lighthouse-San Luis Head,CA",Grounds/lighthouse open during scheduled hikes.call (805) 540-5771
-119.7232,34.3958,"Santa Barbara Lighthouse-Santa Barbara,CA","Grounds/tower closed.Distant views of the light are available from areas around the compound, which is closed to the public. "
-122.0023,36.9604,"Santa Cruz Breakwater(Walton) Lighthouse-Santa Cruz,CA","Grounds open, tower closed. Walk the breakwater to the light"
-122.0268,36.9515,"Santa Cruz Lighthouse-Santa Cruz,CA","Grounds open, lighthouse open during museum hours, tower closed.Between July 4 and mid-September the museum is open Wednesday through Monday from 10 a.m. to 5 p.m. The rest of the year, museum hours are noon to 4 p.m., Thursday through Monday. (831) 420-6289"
-121.4942,38.0359,"Southhampton Shoals Lighthouse-Tinsley Island,CA","Grounds/dwelling/tower closed.You must have permission to land on Tinsley Island, and access to the lighthouse is typically limited to guests staying in the lighthouse. "
-124.1654,40.8081,"Table Bluff Lighthouse-Woodley Island,CA","Grounds open, tower closed. (707) 444-9440"
-124.1514,41.0518,"Trinidad Head Lighthouse-Trinidad,CA",Grounds/dwelling/tower closed.
-124.1431,41.058,"Trinidad Head Memorial Light-Trinidad,CA","Grounds open, tower closed."
-122.3625,37.8073,"Yerba Buena Lighthouse-Yerba Buena Island,CA",Grounds/dwelling/tower closed. The lighthouse and keepers' quarters are on Coast Guard property and are not open to the public
-72.067,41.3196,"Avery Point Lighthouse-Groton,CT","Lighthouse is owned and is on the University of Conn. At Avery Point.Grounds open, Tower closed. New London Harbor and New London Ledge Lighthouses can be seen from the campus"
